Status,Type,Application Number,License Number,Entity Name,Street,City,State,Zip Code,Latitude,Longitude,Georeference
Pending,CAURD Retail,OCMCAURDP-2024-000009,,L.A.R.C. MANAGEMENT LLC,219 9th Ave,"New York,",NY,10011,40.74701552,-74.0010295,POINT (-74.0010295 40.74701552)
Active,Adult-Use Retail,OCMRETL-2023-000372,OCM-RETL-24-000081,1WILDE1 LLC,4179 State Route 20,Castleton,NY,12033,42.54165116,-73.66548622,POINT (-73.66548622 42.54165116)
Active,RO Medical & Adult-Use,,MM0303D,"Columbia Care NY, LLC.",1333 E. Main St.,Riverhead,NY,11901,40.93462894,-72.64977339,POINT (-72.64977339 40.93462894)
Pending,Adult-Use Microbusiness,OCMMICR-2023-000618,,Peace and Love King LLC,197-26 Hillside Ave,Jamaica,NY,11423,40.71853625,-73.76496258,POINT (-73.76496258 40.71853625)
Pending,CAURD Retail,OCMCAURDP-2023-000036,,EK Green LLC,451 Elmwood Ave,Buffalo,NY,14209,42.90927392,-78.87702569,POINT (-78.87702569 42.90927392)
Pending,Adult-Use Retail,OCMRETL-2023-000350,,"Igal Consulting, Inc.",2851 Cropsey Ave,Brooklyn,NY,11214,40.58579009,-73.98774721,POINT (-73.98774721 40.58579009)
Active,CAURD Retail,OCMCAURDP-2023-000151,OCM-CAURD-24-000083,Summit Canna LLC,2412 3rd Avenue,Bronx,NY,10454,40.8085252,-73.9304698,POINT (-73.9304698 40.8085252)
Active,Adult-Use Retail,OCMRETL-2023-001456,OCM-RETL-24-000022,7420 Utrecht LLC,7420 New Utrecht Ave,Brooklyn,NY,11204,40.61643067,-73.99983942,POINT (-73.99983942 40.61643067)
Pending,Adult-Use Retail,OCMRETL-2023-001372,,MNS 0928 CORP,14620 34th Ave,Flushing,NY,11354,40.76720292,-73.82084818,POINT (-73.82084818 40.76720292)
Pending,Adult-Use Retail,OCMRETL-2023-002063,,Green Spectrum Sampling LLC,969 Ellicott St,Buffalo,NY,14209,42.90466226,-78.86577564,POINT (-78.86577564 42.90466226)
Active,CAURD Retail,OCMCAURDP-2023-000107,OCM-CAURD-24-000054,Badumanagement corp,121 South Pearl Street,Albany,NY,12207,42.64605043,-73.75472374,POINT (-73.75472374 42.64605043)
Pending,Adult-Use Retail,OCMRETL-2023-000370,,Mama Smokez inc.,2230 College Point Blvd,Flushing,NY,11356,40.77965917,-73.84612903,POINT (-73.84612903 40.77965917)
Pending,Adult-Use Retail,OCMRETL-2023-001246,,Downtown Flower LLC,116-05 Metropolitan Ave,Richmond Hill,NY,11418,40.7075644,-73.83599144,POINT (-73.83599144 40.7075644)
Active,CAURD Retail,OCMCAURDP-2023-000015,OCM-CAURD-24-000106,"CWS Holdings I, LLC",205 N. Fulton St,Ithaca,NY,14850,42.44013269,-76.5105229,POINT (-76.5105229 42.44013269)
Active,Adult-Use Retail,OCMRETL-2023-001676,OCM-RETL-24-000042,Catskill Cannabis NY LLC,170 W Bridge St,Catskill,NY,12414,42.21546779,-73.8777968,POINT (-73.8777968 42.21546779)
Active,CAURD Retail,OCMCAURDP-2024-000005,OCM-CAURD-24-000117,Loudpack Exotics LLC,6606 Kinne Rd,Syracuse,NY,13214,43.04285256,-76.06390888,POINT (-76.06390888 43.04285256)
Active,Adult-Use Retail,OCMRETL-2023-001410,OCM-RETL-24-000101,Spa City Cannabis LLC,75 Weibel Ave,Saratoga Springs,NY,12866,43.09463924,-73.74442164,POINT (-73.74442164 43.09463924)
Active,CAURD Retail,OCMCAURDP-2023-000128,OCM-CAURD-24-000125,Terrapin Greens,587 Fifth Avenue,New York,NY,10017,40.7570078,-73.97822687,POINT (-73.97822687 40.7570078)
Pending,Adult-Use Retail,OCMRETL-2023-001906,,HF Dispensary LLC,28-31 Borden Avenue,Long Island City,NY,11101,40.73898584,-73.94206445,POINT (-73.94206445 40.73898584)
Pending,Adult-Use Microbusiness,OCMMICR-2023-000350,,"Rustik 471, LLC",469 Dekalb Ave,Brooklyn,NY,11205,40.69063191,-73.95834961,POINT (-73.95834961 40.69063191)
Active,Adult-Use Retail,OCMRETL-2023-001380,OCM-RETL-24-000047,FUMI Dispensary LLC,217-12 Hempstead Ave,Queens Village,NY,11429,40.7147363,-73.74089824,POINT (-73.74089824 40.7147363)
Pending,Adult-Use Microbusiness,OCMMICR-2023-000127,,Hop-n-Hemp Tea Inc.,3576 California Road,Orchard Park,NY,14127,42.78570694,-78.78549791,POINT (-78.78549791 42.78570694)
Pending,CAURD Retail,OCMCAURDP-2024-000008,,Medic Grade llc,175-01 Rockaway Blvd,Queens,NY,11434,40.65789244,-73.77039586,POINT (-73.77039586 40.65789244)
Pending,Adult-Use Retail,OCMRETL-2023-001912,,PLATINUM CONVENIENCE MART CORP.,2144 Broadway,New York,NY,10023,40.78125236,-73.98115749,POINT (-73.98115749 40.78125236)
Active,CAURD Retail,OCMCAURDP-2023-000160,OCM-CAURD-24-000141,Evexia Therapeutics LLC,217 Guideboard Rd,Clifton Park,NY,12065,42.8377281,-73.73906392,POINT (-73.73906392 42.8377281)
Pending,Adult-Use Retail,OCMRETL-2023-000681,,SONIRUS ENTERPRISE LLC,78 SOUTHERN BLVD,Albany,NY,12209,42.63684169,-73.78388063,POINT (-73.78388063 42.63684169)
Pending,CAURD Retail,OCMCAURDP-2023-000145,,Five Borough Farms LLC,150 Atlantic Ave,Brooklyn,NY,11201,40.69027298,-73.9946952,POINT (-73.9946952 40.69027298)
Pending,CAURD Retail,OCMCAURDP-2023-000203,,Kimberly L Baldwin,230 S Main Street,Canandaigua,NY,14424,42.88429348,-77.27901915,POINT (-77.27901915 42.88429348)
Pending,Adult-Use Retail,OCMRETL-2023-001497,,JSE 26 Corp,24502 Horace Harding Expy,Little Neck,NY,11362,40.75789289,-73.73715688,POINT (-73.73715688 40.75789289)
Active,CAURD Retail,OCMCAURDP-2023-000056,OCM-CAURD-23-000041,SAMJNY Holdings LLC,3022 Veteran’s Road West,Staten Island,NY,10309,40.52813336,-74.2388225,POINT (-74.2388225 40.52813336)
Active,CAURD Retail,OCMCAURDP-2023-000200,OCM-CAURD-24-000174,BazzJAT Retail Inc,9538 Queens Blvd,Rego Park,NY,11374,40.73036858,-73.86382747,POINT (-73.86382747 40.73036858)
Pending,CAURD Retail,OCMCAURDP-2024-000095,,"LUXE OASIS, LLC",40-07A Queens Blvd,Sunnyside,NY,11104,40.74399827,-73.92409774,POINT (-73.92409774 40.74399827)
Active,Adult-Use Retail,OCMRETL-2023-001625,OCM-RETL-24-000168,Ellenville Cannabis LLC,37 N Main St,Ellenville,NY,12428,41.72141886,-74.39212009,POINT (-74.39212009 41.72141886)
Pending,Adult-Use Retail,OCMRETL-2023-001091,,Little Cafe LLC,6817 3rd Ave,Brooklyn,NY,11220,40.63629514,-74.02573589,POINT (-74.02573589 40.63629514)
Active,CAURD Retail,OCMCAURDP-2023-000034,OCM-CAURD-23-000018,Bradley I Kyler,6055 Transit Rd,Depew,NY,14043,42.9200488,-78.69683216,POINT (-78.69683216 42.9200488)
Active,Adult-Use Microbusiness,OCMMICR-2023-000141,OCM-MICR-24-000124,Roemer Farms LLC,250 Gedney Hill Rd,Coeymans Hollow,NY,12046,42.45930005,-73.89078612,POINT (-73.89078612 42.45930005)
Pending,CAURD Retail,,,CAURD Pending Location,245-02 Francis Lewis Blvd,Jamaica,NY,11422,40.66482764,-73.73504322,POINT (-73.73504322 40.66482764)
Active,CAURD Retail,OCMCAURDP-2023-000088,OCM-CAURD-23-000039,Orange County Cannabis LLC,1308 Dolsontown Road,Wawayanda,NY,10940,41.42895607,-74.40413304,POINT (-74.40413304 41.42895607)
Pending,Adult-Use Retail,OCMRETL-2023-000969,,mariam Candy & News Inc.,381 1st Ave,New York,NY,10010,40.73635461,-73.97886783,POINT (-73.97886783 40.73635461)
Pending,Adult-Use Retail,,,AU Pending Location,471 County Rd 39,Southampton,NY,11968,40.89678778,-72.41506093,POINT (-72.41506093 40.89678778)
Active,Adult-Use Retail,OCMRETL-2023-001658,OCM-RETL-24-000127,High of Brooklyn LLC,455 86th St,Brooklyn,NY,11209,40.62212599,-74.02713193,POINT (-74.02713193 40.62212599)
Pending,Adult-Use Retail,OCMRETL-2023-001370,,Smithpoint Depot Inc.,160 Margin Dr W,Shirley,NY,11967,40.78073446,-72.86556302,POINT (-72.86556302 40.78073446)
Pending,Adult-Use Retail,OCMRETL-2023-002168,,NY Green Collective Corp,2647 Broadway,New York,NY,10025,40.79752645,-73.96977432,POINT (-73.96977432 40.79752645)
Active,CAURD Retail,OCMCAURDP-2023-000117,OCM-CAURD-24-000063,Jay Buddy LLC,2595 Central Park Avenue,Yonkers,NY,10710,40.98585371,-73.82587051,POINT (-73.82587051 40.98585371)
Pending,CAURD Retail,OCMCAURDP-2024-000058,,"All NYC Wireless, LLC",6042 Myrtle Ave,Flushing,NY,11385,40.70057905,-73.89651006,POINT (-73.89651006 40.70057905)
Pending,CAURD Retail,OCMCAURDP-2023-000229,,CloudFather LLC,6842-6850 Main St,Williamsville,NY,14221,42.96540696,-78.69887752,POINT (-78.69887752 42.96540696)
Pending,Adult-Use Retail,OCMRETL-2023-001927,,Copper City Bud LLC,319 S James St,Rome,NY,13440,43.20811099,-75.46020427,POINT (-75.46020427 43.20811099)
Pending,Adult-Use Retail,OCMRETL-2023-000395,,The Canna Guy LLC,411 US-11,Central Square,NY,13036,43.26925794,-76.14398896,POINT (-76.14398896 43.26925794)
Active,Adult-Use Retail,OCMRETL-2023-001495,OCM-RETL-24-000128,"Veteran Warriors of WNY, LLC",1067 E 2nd St,Jamestown,NY,14701,42.10943838,-79.22040763,POINT (-79.22040763 42.10943838)
Pending,Adult-Use Retail,OCMRETL-2023-002174,,MCCO Empire State LLC,1325 Southern Blvd,Bronx,NY,10459,40.830762,-73.89175372,POINT (-73.89175372 40.830762)
Active,Adult-Use Retail,OCMRETL-2023-000537,OCM-RETL-24-000135,"The Kokoro Way, LLC",2454 Elmwood Ave,Kenmore,NY,14217,42.96398913,-78.878823,POINT (-78.878823 42.96398913)
Pending,Adult-Use Retail,OCMRETL-2023-001978,,Puffin Dragon L.L.C.,5224 Route 305,Cuba,NY,14727,42.22756773,-78.27639082,POINT (-78.27639082 42.22756773)
Pending,Adult-Use Retail,OCMRETL-2023-001120,,"United Cannabis Source, LLC",112 Griffing Ave,Riverhead,NY,11901,40.91721834,-72.6637484,POINT (-72.6637484 40.91721834)
Pending,CAURD Retail,OCMCAURDP-2023-000232,,Neo Wellness LLC,135 Allen Blvd,Farmingdale,NY,11735,40.71585761,-73.41723763,POINT (-73.41723763 40.71585761)
Active,Adult-Use Retail,OCMRETL-2023-001892,OCM-RETL-24-000063,Bud City Cannabis LLC,3343 Fulton St,Brooklyn,NY,11208,40.68367994,-73.87228447,POINT (-73.87228447 40.68367994)
Pending,Adult-Use Retail,OCMRETL-2023-000767,,Cannaspace Inc.,4151 McKinley Pkwy,Hamburg,NY,14219,42.77112315,-78.81138436,POINT (-78.81138436 42.77112315)
Active,Adult-Use Retail,OCMRETL-2023-002026,OCM-RETL-24-000013,Best Buds Thirteen LLC,50 N Highland Ave,Ossining,NY,10562,41.1643286,-73.86171614,POINT (-73.86171614 41.1643286)
Pending,Adult-Use Retail,OCMRETL-2023-000071,,"Equity Max Property Management, Inc.,",814 Wolf St,Syracuse,NY,13208,43.07760506,-76.15936542,POINT (-76.15936542 43.07760506)
Active,Adult-Use Retail,OCMRETL-C-2024-000005,OCM-RETL-24-000080,Happy Dayz Cannabis Dispensary,74 Lake Ave,Rochester,NY,14608,43.16558798,-77.62389001,POINT (-77.62389001 43.16558798)
Pending,Adult-Use Retail,OCMRETL-2023-001040,,"Tranquil Arc, LLC",1167-1171 Vestal Ave,Binghamton,NY,13903,42.08872385,-75.91520566,POINT (-75.91520566 42.08872385)
Active,CAURD Retail,OCMCAURDP-2023-000037,OCM-CAURD-23-000025,The Highest Peak LLC,25 Market St,Potsdam,NY,13676,44.66925001,-74.98694134,POINT (-74.98694134 44.66925001)
Pending,Adult-Use Retail,OCMRETL-2023-001830,,North Country Greens llc,89 Bridge St,Carthage,NY,13619,43.96804837,-75.62194146,POINT (-75.62194146 43.96804837)
Active,CAURD Retail,OCMCAURDP-2024-000046,OCM-CAURD-24-000147,Jaylin M Smith,9200 Niagara Falls Blvd,Niagara Falls,NY,14304,43.09443367,-78.95672057,POINT (-78.95672057 43.09443367)
Active,CAURD Retail,OCMCAURDP-2023-000042,OCM-CAURD-24-000124,Westchester Harvesting Company LLC,405 Mamaroneck Ave,White Plains,NY,10605,41.02371576,-73.76222342,POINT (-73.76222342 41.02371576)
Pending,CAURD Retail,OCMCAURDP-2023-000197,,Bloom Dispensary LLC,716 Bloomingrove Drive,Rensselaer,NY,12144,42.65310915,-73.69632147,POINT (-73.69632147 42.65310915)
Active,CAURD Retail,OCMCAURDP-2023-000132,OCM-CAURD-24-000091,GMDSS,118 Flatbush Avenue,Brooklyn,NY,11217,40.68491168,-73.97815215,POINT (-73.97815215 40.68491168)
Active,RO Medical,,MM0802D,"Valley Agriceuticals, LLC",178 North 4th Street,Brooklyn,NY,11211,40.71557702,-73.95867362,POINT (-73.95867362 40.71557702)
Active,Adult-Use Retail,OCMRETL-2023-002008,OCM-RETL-24-000036,"Puff and Pump, L.L.C.",6-8 Hammond Street,Port Jervis,NY,12771,41.37501301,-74.69150692,POINT (-74.69150692 41.37501301)
Pending,Adult-Use Retail,OCMRETL-2023-000142,,Seneca Cann LLC,5911 Roosevelt Ave,Woodside,NY,11377,40.74546434,-73.90540953,POINT (-73.90540953 40.74546434)
Pending,CAURD Retail,OCMCAURDP-2024-000074,,Michael Pagan,20A West 14th Street,New York,NY,10011,40.73622802,-73.99429845,POINT (-73.99429845 40.73622802)
Active,Adult-Use Retail,OCMRETL-2023-001628,OCM-RETL-24-000089,NY Cannabis Dispensary LLC,47 S Main St,Gloversville,NY,12078,43.0494279,-74.34637087,POINT (-74.34637087 43.0494279)
Pending,Adult-Use Retail,OCMRETL-2023-000133,,Dansville Dispensary Corporation,9483 Foster Wheeler Rd,Dansville,NY,14437,42.57053572,-77.72417667,POINT (-77.72417667 42.57053572)
Pending,Adult-Use Retail,OCMRETL-2023-001105,,"SPS Enterprises, LLC",110-112 Saratoga Avenue,South Glens Falls,NY,12803,43.28908036,-73.63857192,POINT (-73.63857192 43.28908036)
Pending,Adult-Use Retail,OCMRETL-2023-002122,,"Ragtime Newstand and Lotto, Inc.",15748 Crossbay Blvd,Howard Beach,NY,11414,40.66167312,-73.84068928,POINT (-73.84068928 40.66167312)
Pending,Adult-Use Retail,OCMRETL-2023-001108,,"Guru Baba, Inc.",5306 Route 9W,Newburgh,NY,12550,41.54892466,-74.00609162,POINT (-74.00609162 41.54892466)
Active,CAURD Retail,OCMCAURDP-2023-000149,OCM-CAURD-24-000198,Syracuse Halal Guys INC,2921 Erie Blvd E,Syracuse,NY,13224,43.0554164,-76.08984312,POINT (-76.08984312 43.0554164)
Pending,Adult-Use Retail,OCMRETL-2023-000212,,CHANCHALA CORP,1941 State Route 52,Liberty,NY,12754,41.78729561,-74.72866108,POINT (-74.72866108 41.78729561)
Pending,Adult-Use Microbusiness,OCMMICR-2023-000604,,Lumiya Inc,4340 34th St,Long Island City,NY,11101,40.74564633,-73.930614,POINT (-73.930614 40.74564633)
Active,Adult-Use Retail,OCMRETL-2023-000871,OCM-RETL-24-000009,Geneva Naturals LLC,2207 Dryden Rd,Dryden,NY,13053,42.48959616,-76.3276111,POINT (-76.3276111 42.48959616)
Active,CAURD Retail,OCMCAURDP-2023-000010,OCM-CAURD-23-000006,William Durham,119-121 E. State St,Ithaca,NY,14850,42.43949546,-76.49851998,POINT (-76.49851998 42.43949546)
Pending,Adult-Use Microbusiness,OCMMICR-2023-000523,,Dream Orchard LLC,13353 Kendrick Rd,Waterport,NY,14571,43.34972404,-78.25790742,POINT (-78.25790742 43.34972404)
Pending,CAURD Retail,OCMCAURDP-2024-000013,,"Boom Factory, LLC",11303 Sutphin Blvd,Jamaica,NY,11435,40.6868808,-73.79425824,POINT (-73.79425824 40.6868808)
Active,Adult-Use Retail,OCMRETL-2023-000433,OCM-RETL-24-000166,"Kushwickz, Inc.",595 Bushwick Ave,Brooklyn,NY,11206,40.6986855,-73.93460401,POINT (-73.93460401 40.6986855)
Pending,Adult-Use Microbusiness,OCMMICR-2023-000540,,Wurmz LLC,37-09 36th Ave,Long Island City,NY,11101,40.75433298,-73.92479577,POINT (-73.92479577 40.75433298)
Pending,CAURD Retail,OCMCAURDP-2023-000246,,DOMINICA62 RETAIL LICENSE,30-12 Astoria Blvd,Astoria,NY,11102,40.77020302,-73.91886502,POINT (-73.91886502 40.77020302)
Active,Adult-Use Retail,OCMRETL-2023-000156,OCM-RETL-24-000141,Chronic Bliss LLC,1429 Danby Road,Ithaca,NY,14850,42.38096555,-76.49125163,POINT (-76.49125163 42.38096555)
Pending,Adult-Use Retail,OCMRETL-2023-001114,,1110 NAMO INC,1110 Middle Country Rd,Selden,NY,11784,40.86315745,-73.05213166,POINT (-73.05213166 40.86315745)
Active,RO Medical,,MM1005D,"Curaleaf NY, LLC",255 Glen Cove Rd.,Carle Place,NY,11514,40.75124756,-73.61830732,POINT (-73.61830732 40.75124756)
Pending,Adult-Use Retail,OCMRETL-2023-000493,,Smoke Emporium LLC,1402 Saratoga Rd,Ballston Spa,NY,12020,42.97552892,-73.86163261,POINT (-73.86163261 42.97552892)
Active,CAURD Retail,OCMCAURDP-2024-000024,OCM-CAURD-24-000206,Hybrid NYC LLC,300 Kent Avenue,Brooklyn,NY,11249,40.71188767,-73.96812878,POINT (-73.96812878 40.71188767)
Pending,Adult-Use Retail,OCMRETL-2023-001388,,GREEN VALLEY LEAF LLC,21220 Jamaica Ave,Queens Village,NY,11428,40.71575927,-73.74629334,POINT (-73.74629334 40.71575927)
Pending,Adult-Use Retail,OCMRETL-2023-001636,,"Green on Top, LLC",200 Avery Ave,Syracuse,NY,13204,43.04633062,-76.19036868,POINT (-76.19036868 43.04633062)
Active,Adult-Use Retail,OCMRETL-2023-000361,OCM-RETL-24-000105,CNBS27 Inc.,383 8th Ave,New York,NY,10001,40.74912653,-73.99577845,POINT (-73.99577845 40.74912653)
Active,CAURD Retail,OCMCAURDP-2023-000082,OCM-CAURD-24-000069,AQR Development Funding LLC,2043 Wellwood Avenue,East Farmingdale,NY,11735,40.75233628,-73.40198773,POINT (-73.40198773 40.75233628)
Pending,Adult-Use Retail,OCMRETL-2023-001704,,Monticello Cannabis LLC,73 Pleasant St,Monticello,NY,12701,41.65805795,-74.68047656,POINT (-74.68047656 41.65805795)
Active,CAURD Retail,OCMCAURDP-2024-000082,OCM-CAURD-24-000181,The Weed Spot LLC,501 State Street,Schenectady,NY,12305,42.81179814,-73.94008056,POINT (-73.94008056 42.81179814)
Pending,Adult-Use Retail,OCMRETL-2023-000857,,"Buffalo Cannabis Connect, LLC",904 Elmwood Ave,Buffalo,NY,14222,42.92177452,-78.87708758,POINT (-78.87708758 42.92177452)
Pending,Adult-Use Microbusiness,OCMMICR-2023-000531,,716HomeGrowz LLC,3786 Broadway,Cheektowaga,NY,14227,42.90403017,-78.73606378,POINT (-78.73606378 42.90403017)
Pending,Adult-Use Retail,OCMRETL-2023-001690,,MRC6918 LLC,6918 5th Ave,Brooklyn,NY,11209,40.63327725,-74.02116866,POINT (-74.02116866 40.63327725)
Active,Adult-Use Retail,OCMRETL-2023-001521,OCM-RETL-24-000111,Herbalwai LLC,440 Niagara Falls Blvd,Buffalo,NY,14223,42.96608132,-78.82359383,POINT (-78.82359383 42.96608132)
Pending,Adult-Use Retail,OCMRETL-2023-002220,,One 4 All Securities,3822 Nostrand Ave,Brooklyn,NY,11235,40.59090639,-73.94012797,POINT (-73.94012797 40.59090639)
Active,Adult-Use Retail,OCMRETL-2023-001564,OCM-RETL-24-000019,Highsential LLC,147-36 Brookville Blvd,Rosedale,NY,11422,40.65640454,-73.74498871,POINT (-73.74498871 40.65640454)
Active,Adult-Use Retail,OCMRETL-2023-000959,OCM-RETL-24-000054,"NextGen Endeavors, LLC",51 Main St,Canton,NY,13617,44.5955789,-75.17082298,POINT (-75.17082298 44.5955789)
Pending,CAURD Retail,OCMCAURDP-2024-000056,,"Green Lakes Dispo, LLC",714 W Ridge Rd,Rochester,NY,14615,43.20261498,-77.64497902,POINT (-77.64497902 43.20261498)
Pending,Adult-Use Retail,OCMRETL-2023-001352,,Limitless Thoughts LLC,9107 Springfield Blvd.,Queens Village,NY,11428,40.72539518,-73.73988899,POINT (-73.73988899 40.72539518)
Active,CAURD Retail,OCMCAURDP-2023-000021,OCM-CAURD-23-000012,Budding Industry Group LLC,94 East Industry Court,Deer Park,NY,11729,40.7636091,-73.29717035,POINT (-73.29717035 40.7636091)
Pending,Adult-Use Microbusiness,OCMMICR-2023-000558,,Joint Resolution LLC,575 Chestnut Ridge Rd,Chestnut Ridge,NY,10977,41.09815628,-74.0473656,POINT (-74.0473656 41.09815628)
Active,CAURD Retail,OCMCAURDP-2023-000156,OCM-CAURD-24-000092,Up State Sports Cards LLC,1099 New Loudon Rd,Cohoes,NY,12047,42.77979324,-73.74701761,POINT (-73.74701761 42.77979324)
Pending,Adult-Use Retail,OCMRETL-2023-002223,,"Rochester Management Hospitality Group, Inc.",1873 State Route 104,Ontario,NY,14519,43.22759339,-77.29141574,POINT (-77.29141574 43.22759339)
Active,CAURD Retail,OCMCAURDP-2023-000116,OCM-CAURD-24-000076,NIYAWILL LLC,255 Genesee St,Utica,NY,13501,43.09952585,-75.23491652,POINT (-75.23491652 43.09952585)
Active,Adult-Use Microbusiness,OCMMICR-2023-000207,OCM-MICR-24-000145,"Myrkanna, LLC",64 N Hoosick Rd,Eagle Bridge,NY,12057,42.9479319,-73.3259625,POINT (-73.3259625 42.9479319)
Active,Adult-Use Retail,OCMRETL-2023-001950,OCM-RETL-24-000037,KBAT Enterprises Inc.,1077 Atlantic Ave,Brooklyn,NY,11238,40.6793176,-73.95552147,POINT (-73.95552147 40.6793176)
Active,CAURD Retail,OCMCAURDP-2023-000081,OCM-CAURD-23-000040,TJ's Cannabis Corp.,4205 Long Branch Rd,Liverpool,NY,13090,43.13000016,-76.22390947,POINT (-76.22390947 43.13000016)
Active,CAURD Retail,OCMCAURDP-2023-000080,OCM-CAURD-24-000070,Flower City Shop LLC,900 Niagara Falls Blvd,Buffalo,NY,14223,42.97789245,-78.82312852,POINT (-78.82312852 42.97789245)
Pending,Adult-Use Retail,OCMRETL-2023-001112,,Cosmo Lab LLC,77-06 101st Ave,Ozone Park,NY,11416,40.68010247,-73.86043518,POINT (-73.86043518 40.68010247)
Active,CAURD Retail,OCMCAURDP-2023-000047,OCM-CAURD-23-000024,MJ Dispensary LLC,900 Jefferson Rd Ste 902,Rochester,NY,14623,43.08722549,-77.61718883,POINT (-77.61718883 43.08722549)
Pending,CAURD Retail,,,CAURD Pending Location,3551 Boston Rd,Bronx,NY,10469,40.87796469,-73.84479946,POINT (-73.84479946 40.87796469)
Pending,Adult-Use Retail,OCMRETL-2023-001199,,High Society Cannabis LLC,464 William Floyd Pkwy,Shirley,NY,11967,40.78704339,-72.86399191,POINT (-72.86399191 40.78704339)
Pending,CAURD Retail,OCMCAURDP-2024-000049,,Best Sala,8102 37th Ave,Jackson Heights,NY,11372,40.74960369,-73.88514155,POINT (-73.88514155 40.74960369)
Pending,Adult-Use Retail,OCMRETL-2023-001063,,S & H Buds Inc.,1817 State Route 23,Craryville,NY,12521,42.17564063,-73.5789384,POINT (-73.5789384 42.17564063)
Pending,Adult-Use Microbusiness,OCMMICR-2023-001248,,Pierre McClain LLC,"46 N Broadway , NY",Yonkers,NY,10701,40.93598784,-73.898031,POINT (-73.898031 40.93598784)
Active,Adult-Use Retail,OCMRETL-2023-001862,OCM-RETL-24-000067,MamitaJoy LLC,5520 A 103rd St.,Flushing,NY,11368,40.7406641,-73.85698702,POINT (-73.85698702 40.7406641)
Pending,Adult-Use Retail,OCMRETL-2023-002061,,J & A VAPE SHOP III INC,1949 Richmond Ave,Staten Island,NY,10314,40.60109332,-74.16307854,POINT (-74.16307854 40.60109332)
Active,Adult-Use Retail,OCMRETL-2023-000908,OCM-RETL-24-000053,Twisted Cannabis FLX LLC,501 Exchange Street,Geneva,NY,14456,42.86769994,-76.98146933,POINT (-76.98146933 42.86769994)
Pending,Adult-Use Microbusiness,OCMMICR-2023-000298,,Ever Upward Labs LLC,653 Elmira Rd,Ithaca,NY,14850,42.4093505,-76.54016219,POINT (-76.54016219 42.4093505)
Pending,Adult-Use Retail,OCMRETL-2023-000217,,"Black River Supply Company, LLC",15 Bridge Street,Carthage,NY,13619,43.97376352,-75.61555934,POINT (-75.61555934 43.97376352)
Pending,Adult-Use Retail,OCMRETL-2023-001791,,Fan of the Plant LLC,4363 Bronx Blvd,Bronx,NY,10466,40.89864285,-73.85868436,POINT (-73.85868436 40.89864285)
Pending,Adult-Use Retail,OCMRETL-2023-000480,,"PINK TREEZZ 2 CORP.,",500 W 43rd St,New York,NY,10036,40.76027722,-73.99508669,POINT (-73.99508669 40.76027722)
Active,CAURD Retail,OCMCAURDP-2023-000100,OCM-CAURD-24-000104,Kings Raw Property LLC,3006 E Main St,Cortlandt,NY,10567,41.30748296,-73.87633767,POINT (-73.87633767 41.30748296)
Active,Adult-Use Retail,OCMRETL-2023-001170,OCM-RETL-24-000131,Village One Stop Smoke Shop Inc.,11 Commercial St,Angola,NY,14006,42.63814674,-79.02795645,POINT (-79.02795645 42.63814674)
Pending,Adult-Use Retail,OCMRETL-2023-001589,,Hamid Michael Ardebili,31-18 31st Street,Astoria,NY,11106,40.76391141,-73.92389934,POINT (-73.92389934 40.76391141)
Pending,Adult-Use Microbusiness,OCMMICR-2023-000675,,Schoharie Valley Hemp LLC,149 Bridge St,Schoharie,NY,12157,42.66256565,-74.31986044,POINT (-74.31986044 42.66256565)
Pending,CAURD Retail,OCMCAURDP-2023-000095,,Simply Green Natural Lifestyle Remedies LLC,406 Middle Country Rd,Coram,NY,11727,40.86777338,-73.0228959,POINT (-73.0228959 40.86777338)
Pending,Adult-Use Microbusiness,OCMMICR-2023-000470,,CannaGlam LLC,67 Townsend St,Buffalo,NY,14206,42.88691051,-78.84096207,POINT (-78.84096207 42.88691051)
Active,Adult-Use Microbusiness,OCMMICR-2023-000425,OCM-MICR-24-000164,Bronx-Blenheim Benefit Corp.,2391 State Route 7,Cobleskill,NY,12043,42.68090045,-74.44728348,POINT (-74.44728348 42.68090045)
Active,Adult-Use Retail,OCMRETL-2023-001885,OCM-RETL-24-000062,Queens Delight LLC,233-20 Northern Blvd.,Little Neck,NY,11362,40.7628977,-73.75377555,POINT (-73.75377555 40.7628977)
Pending,Adult-Use Retail,OCMRETL-2023-000778,,A AND A FOODS INC.,749 Route 109,West Babylon,NY,11704,40.71471801,-73.38528491,POINT (-73.38528491 40.71471801)
Active,Adult-Use Microbusiness,OCMMICR-2024-000011,OCM-MICR-24-000115,Jeanette M Miller,5716 McKee Road,Newfane,NY,14108,43.27581489,-78.72802406,POINT (-78.72802406 43.27581489)
Active,CAURD Retail,OCMCAURDP-2023-000162,OCM-CAURD-24-000204,OCC WNY Ventures,396 Kenmore Ave,Buffalo,NY,14223,42.95823873,-78.83253947,POINT (-78.83253947 42.95823873)
Pending,Adult-Use Microbusiness,OCMMICR-2023-000234,,Knarich Family Farm LLC,1515 County Highway 12,Mount Vision,NY,13810,42.58615919,-75.18035054,POINT (-75.18035054 42.58615919)
Active,Adult-Use Retail,OCMRETL-2023-000803,OCM-RETL-24-000024,"Yesca, LLC",23171 Murrock Circle,Watertown,NY,13601,44.0072492,-75.91691953,POINT (-75.91691953 44.0072492)
